OriginalOrder,Date,Year,Month,Julian,max.F,min.F,precip.in,max.C,min.C,precip.mm,mean.C,rain.mm,snow.mm,SnowDepth.mm
18792,7/1/1955,1955,Jul,182,49,32,0,9.444444444,0,0,4.722222222,0,0,0
18793,7/2/1955,1955,Jul,183,58,42,0,14.44444444,5.555555556,0,10,0,0,0
18794,7/3/1955,1955,Jul,184,68,36,0.03,20,2.222222222,0.762,11.11111111,0.761574079,0.000425921,0
18795,7/4/1955,1955,Jul,185,72,37,0,22.22222222,2.777777778,0,12.5,0,0,0
18796,7/5/1955,1955,Jul,186,72,38,0,22.22222222,3.333333333,0,12.77777778,0,0,0
18797,7/6/1955,1955,Jul,187,68,49,0,20,9.444444444,0,14.72222222,0,0,0
18798,7/7/1955,1955,Jul,188,54,42,0,12.22222222,5.555555556,0,8.888888889,0,0,0
18799,7/8/1955,1955,Jul,189,64,26,0,17.77777778,-3.333333333,0,7.222222222,0,0,0
18800,7/9/1955,1955,Jul,190,71,35,0,21.66666667,1.666666667,0,11.66666667,0,0,0
18801,7/10/1955,1955,Jul,191,74,45,0,23.33333333,7.222222222,0,15.27777778,0,0,0
18802,7/11/1955,1955,Jul,192,72,41,0,22.22222222,5,0,13.61111111,0,0,0
18803,7/12/1955,1955,Jul,193,NA,46,0.05,NA,7.777777778,1.27,NA,NA,NA,0
18804,7/13/1955,1955,Jul,194,72,49,0,22.22222222,9.444444444,0,15.83333333,0,0,0
18805,7/14/1955,1955,Jul,195,79,40,0,26.11111111,4.444444444,0,15.27777778,0,0,0
18806,7/15/1955,1955,Jul,196,NA,38,0,NA,3.333333333,0,NA,NA,NA,0
18807,7/16/1955,1955,Jul,197,78,41,0,25.55555556,5,0,15.27777778,0,0,0
18808,7/17/1955,1955,Jul,198,89,45,0,31.66666667,7.222222222,0,19.44444444,0,0,0
18809,7/18/1955,1955,Jul,199,84,44,0,28.88888889,6.666666667,0,17.77777778,0,0,0
18810,7/19/1955,1955,Jul,200,84,44,0,28.88888889,6.666666667,0,17.77777778,0,0,0
18811,7/20/1955,1955,Jul,201,77,45,0.05,25,7.222222222,1.27,16.11111111,1.269986991,1.30E-05,0
18812,7/21/1955,1955,Jul,202,73,45,0.07,22.77777778,7.222222222,1.778,15,1.7779557,4.43E-05,0
18813,7/22/1955,1955,Jul,203,68,47,0.12,20,8.333333333,3.048,14.16666667,3.047852088,0.000147912,0
18814,7/23/1955,1955,Jul,204,72,44,0.52,22.22222222,6.666666667,13.208,14.44444444,13.20748676,0.000513238,0
18815,7/24/1955,1955,Jul,205,72,56,0.7,22.22222222,13.33333333,17.78,17.77777778,17.77995199,4.80E-05,0
18816,7/25/1955,1955,Jul,206,68,44,0.02,20,6.666666667,0.508,13.33333333,0.507951987,4.80E-05,0
18817,7/26/1955,1955,Jul,207,71,36,0.02,21.66666667,2.222222222,0.508,11.94444444,0.507854177,0.000145823,0
18818,7/27/1955,1955,Jul,208,74,39,0.02,23.33333333,3.888888889,0.508,13.61111111,0.507961553,3.84E-05,0
18819,7/28/1955,1955,Jul,209,71,38,0,21.66666667,3.333333333,0,12.5,0,0,0
18820,7/29/1955,1955,Jul,210,66,38,0,18.88888889,3.333333333,0,11.11111111,0,0,0
18821,7/30/1955,1955,Jul,211,73,37,0,22.77777778,2.777777778,0,12.77777778,0,0,0
18822,7/31/1955,1955,Jul,212,79,38,0,26.11111111,3.333333333,0,14.72222222,0,0,0
18823,8/1/1955,1955,Aug,213,79,51,0.01,26.11111111,10.55555556,0.254,18.33333333,0.25399956,4.40E-07,0
18824,8/2/1955,1955,Aug,214,79,42,0,26.11111111,5.555555556,0,15.83333333,0,0,0
18825,8/3/1955,1955,Aug,215,78,41,0,25.55555556,5,0,15.27777778,0,0,0
18826,8/4/1955,1955,Aug,216,78,35,0,25.55555556,1.666666667,0,13.61111111,0,0,0
18827,8/5/1955,1955,Aug,217,80,36,0,26.66666667,2.222222222,0,14.44444444,0,0,0
18828,8/6/1955,1955,Aug,218,NA,40,0,NA,4.444444444,0,NA,NA,NA,0
18829,8/7/1955,1955,Aug,219,70,49,0.22,21.11111111,9.444444444,5.588,15.27777778,5.587888515,0.000111485,0
18830,8/8/1955,1955,Aug,220,70,43,0.06,21.11111111,6.111111111,1.524,13.61111111,1.52388466,0.00011534,0
18831,8/9/1955,1955,Aug,221,72,39,0.01,22.22222222,3.888888889,0.254,13.05555556,0.25397002,3.00E-05,0
18832,8/10/1955,1955,Aug,222,77,34,0,25,1.111111111,0,13.05555556,0,0,0
18833,8/11/1955,1955,Aug,223,77,41,0,25,5,0,15,0,0,0
18834,8/12/1955,1955,Aug,224,80,40,0,26.66666667,4.444444444,0,15.55555556,0,0,0
18835,8/13/1955,1955,Aug,225,78,51,0.15,25.55555556,10.55555556,3.81,18.05555556,3.809991763,8.24E-06,0
18836,8/14/1955,1955,Aug,226,71,45,0.03,21.66666667,7.222222222,0.762,14.44444444,0.76197039,2.96E-05,0
18837,8/15/1955,1955,Aug,227,72,34,0,22.22222222,1.111111111,0,11.66666667,0,0,0
18838,8/16/1955,1955,Aug,228,69,39,0.07,20.55555556,3.888888889,1.778,12.22222222,1.777591296,0.000408704,0
18839,8/17/1955,1955,Aug,229,74,44,0,23.33333333,6.666666667,0,15,0,0,0
18840,8/18/1955,1955,Aug,230,73,35,0,22.77777778,1.666666667,0,12.22222222,0,0,0
18841,8/19/1955,1955,Aug,231,74,45,NA,23.33333333,7.222222222,NA,15.27777778,NA,NA,0
18842,8/20/1955,1955,Aug,232,73,37,0,22.77777778,2.777777778,0,12.77777778,0,0,0
18843,8/21/1955,1955,Aug,233,74,32,0,23.33333333,0,0,11.66666667,0,0,0
18844,8/22/1955,1955,Aug,234,76,34,0,24.44444444,1.111111111,0,12.77777778,0,0,0
18845,8/23/1955,1955,Aug,235,76,39,0,24.44444444,3.888888889,0,14.16666667,0,0,0
18846,8/24/1955,1955,Aug,236,74,34,0.01,23.33333333,1.111111111,0.254,12.22222222,0.253941614,5.84E-05,0
18847,8/25/1955,1955,Aug,237,74,38,0.06,23.33333333,3.333333333,1.524,13.33333333,1.52385596,0.00014404,0
18848,8/26/1955,1955,Aug,238,70,40,0.12,21.11111111,4.444444444,3.048,12.77777778,3.047550729,0.000449271,0
18849,8/27/1955,1955,Aug,239,64,35,0,17.77777778,1.666666667,0,9.722222222,0,0,0
18850,8/28/1955,1955,Aug,240,68,31,0,20,-0.555555556,0,9.722222222,0,0,0
18851,8/29/1955,1955,Aug,241,74,28,0,23.33333333,-2.222222222,0,10.55555556,0,0,50.8
18852,8/30/1955,1955,Aug,242,72,28,0,22.22222222,-2.222222222,0,10,0,0,50.8
18853,8/31/1955,1955,Aug,243,80,30,0,26.66666667,-1.111111111,0,12.77777778,0,0,0
18854,9/1/1955,1955,Sep,244,78,35,0,25.55555556,1.666666667,0,13.61111111,0,0,0
18855,9/2/1955,1955,Sep,245,78,31,0,25.55555556,-0.555555556,0,12.5,0,0,0
18856,9/3/1955,1955,Sep,246,78,30,0,25.55555556,-1.111111111,0,12.22222222,0,0,0
18857,9/4/1955,1955,Sep,247,77,34,0,25,1.111111111,0,13.05555556,0,0,0
18858,9/5/1955,1955,Sep,248,79,33,0,26.11111111,0.555555556,0,13.33333333,0,0,0
18859,9/6/1955,1955,Sep,249,78,34,0,25.55555556,1.111111111,0,13.33333333,0,0,0
18860,9/7/1955,1955,Sep,250,75,30,NA,23.88888889,-1.111111111,NA,11.38888889,NA,NA,0
18861,9/8/1955,1955,Sep,251,68,40,0,20,4.444444444,0,12.22222222,0,0,0
18862,9/9/1955,1955,Sep,252,67,29,NA,19.44444444,-1.666666667,NA,8.888888889,NA,NA,0
18863,9/10/1955,1955,Sep,253,67,30,0,19.44444444,-1.111111111,0,9.166666667,0,0,0
18864,9/11/1955,1955,Sep,254,70,27,0,21.11111111,-2.777777778,0,9.166666667,0,0,0
18865,9/12/1955,1955,Sep,255,68,32,0,20,0,0,10,0,0,0
18866,9/13/1955,1955,Sep,256,69,29,0,20.55555556,-1.666666667,0,9.444444444,0,0,0
18867,9/14/1955,1955,Sep,257,69,34,0,20.55555556,1.111111111,0,10.83333333,0,0,0
18868,9/15/1955,1955,Sep,258,64,34,0.15,17.77777778,1.111111111,3.81,9.444444444,3.801933582,0.008066418,0
18869,9/16/1955,1955,Sep,259,56,34,0,13.33333333,1.111111111,0,7.222222222,0,0,50.8
18870,9/17/1955,1955,Sep,260,56,31,0.09,13.33333333,-0.555555556,2.286,6.388888889,2.231440518,0.054559482,50.8
18871,9/18/1955,1955,Sep,261,56,32,0.24,13.33333333,0,6.096,6.666666667,5.978942455,0.117057545,76.2
18872,9/19/1955,1955,Sep,262,53,32,0.06,11.66666667,0,1.524,5.833333333,1.468019532,0.055980468,101.6
18873,9/20/1955,1955,Sep,263,49,30,0.39,9.444444444,-1.111111111,9.906,4.166666667,8.654059023,1.251940977,304.8
18874,9/21/1955,1955,Sep,264,45,30,0.18,7.222222222,-1.111111111,4.572,3.055555556,3.381938821,1.190061179,609.6
18875,9/22/1955,1955,Sep,265,49,21,0.02,9.444444444,-6.111111111,0.508,1.666666667,0.245536468,0.262463532,584.2
18876,9/23/1955,1955,Sep,266,49,18,0,9.444444444,-7.777777778,0,0.833333333,0,0,609.6
18877,9/24/1955,1955,Sep,267,45,25,0.08,7.222222222,-3.888888889,2.032,1.666666667,0.982145871,1.049854129,584.2
18878,9/25/1955,1955,Sep,268,47,28,0.1,8.333333333,-2.222222222,2.54,3.055555556,1.878854901,0.661145099,584.2
18879,9/26/1955,1955,Sep,269,42,26,0,5.555555556,-3.333333333,0,1.111111111,0,0,609.6
18880,9/27/1955,1955,Sep,270,54,24,0,12.22222222,-4.444444444,0,3.888888889,0,0,609.6
18881,9/28/1955,1955,Sep,271,53,27,0.02,11.66666667,-2.777777778,0.508,4.444444444,0.455262886,0.052737114,584.2
18882,9/29/1955,1955,Sep,272,43,20,NA,6.111111111,-6.666666667,NA,-0.277777778,NA,NA,990.6
18883,9/30/1955,1955,Sep,273,52,18,0,11.11111111,-7.777777778,0,1.666666667,0,0,965.2
18884,10/1/1955,1955,Oct,274,62,20,0,16.66666667,-6.666666667,0,5,0,0,939.8
18885,10/2/1955,1955,Oct,275,64,21,0,17.77777778,-6.111111111,0,5.833333333,0,0,914.4
18886,10/3/1955,1955,Oct,276,64,22,0,17.77777778,-5.555555556,0,6.111111111,0,0,914.4
18887,10/4/1955,1955,Oct,277,57,24,0,13.88888889,-4.444444444,0,4.722222222,0,0,914.4
18888,10/5/1955,1955,Oct,278,40,25,0.08,4.444444444,-3.888888889,2.032,0.277777778,0.47843845,1.55356155,863.6
18889,10/6/1955,1955,Oct,279,41,10,0,5,-12.22222222,0,-3.611111111,0,0,863.6
18890,10/7/1955,1955,Oct,280,55,15,0,12.77777778,-9.444444444,0,1.666666667,0,0,863.6
18891,10/8/1955,1955,Oct,281,56,20,0,13.33333333,-6.666666667,0,3.333333333,0,0,838.2
18892,10/9/1955,1955,Oct,282,61,24,0,16.11111111,-4.444444444,0,5.833333333,0,0,838.2
18893,10/10/1955,1955,Oct,283,62,25,0,16.66666667,-3.888888889,0,6.388888889,0,0,838.2
18894,10/11/1955,1955,Oct,284,54,24,0.22,12.22222222,-4.444444444,5.588,3.888888889,4.732926167,0.855073833,1320.8
18895,10/12/1955,1955,Oct,285,48,23,0,8.888888889,-5,0,1.944444444,0,0,1295.4
18896,10/13/1955,1955,Oct,286,59,22,0,15,-5.555555556,0,4.722222222,0,0,1295.4
18897,10/14/1955,1955,Oct,287,62,21,0,16.66666667,-6.111111111,0,5.277777778,0,0,1295.4
18898,10/15/1955,1955,Oct,288,61,24,0,16.11111111,-4.444444444,0,5.833333333,0,0,1270
18899,10/16/1955,1955,Oct,289,72,22,0,22.22222222,-5.555555556,0,8.333333333,0,0,1422.4
18900,10/17/1955,1955,Oct,290,65,22,0,18.33333333,-5.555555556,0,6.388888889,0,0,1371.6
18901,10/18/1955,1955,Oct,291,65,23,0,18.33333333,-5,0,6.666666667,0,0,1320.8
18902,10/19/1955,1955,Oct,292,57,33,0,13.88888889,0.555555556,0,7.222222222,0,0,1295.4
18903,10/20/1955,1955,Oct,293,48,32,0.97,8.888888889,0,24.638,4.444444444,22.08024995,2.557750052,1193.8
18904,10/21/1955,1955,Oct,294,47,30,NA,8.333333333,-1.111111111,NA,3.611111111,NA,NA,1143
18905,10/22/1955,1955,Oct,295,39,29,0.42,3.888888889,-1.666666667,10.668,1.111111111,3.999786218,6.668213782,1041.4
18906,10/23/1955,1955,Oct,296,40,12,0.05,4.444444444,-11.11111111,1.27,-3.333333333,0.021394123,1.248605877,990.6
18907,10/24/1955,1955,Oct,297,49,14,0,9.444444444,-10,0,-0.277777778,0,0,990.6
18908,10/25/1955,1955,Oct,298,54,17,0,12.22222222,-8.333333333,0,1.944444444,0,0,990.6
18909,10/26/1955,1955,Oct,299,48,20,NA,8.888888889,-6.666666667,NA,1.111111111,NA,NA,939.8
18910,10/27/1955,1955,Oct,300,35,18,0.04,1.666666667,-7.777777778,1.016,-3.055555556,0.021285192,0.994714808,939.8
18911,10/28/1955,1955,Oct,301,36,22,0.03,2.222222222,-5.555555556,0.762,-1.666666667,0.046508557,0.715491443,914.4
18912,10/29/1955,1955,Oct,302,32,7,0.08,0,-13.88888889,2.032,-6.944444444,0.00193531,2.03006469,889
18913,10/30/1955,1955,Oct,303,36,23,0.26,2.222222222,-5,6.604,-1.388888889,0.495847547,6.108152453,812.8
18914,10/31/1955,1955,Oct,304,35,4,0.2,1.666666667,-15.55555556,5.08,-6.944444444,0.004838274,5.075161726,762
18915,11/1/1955,1955,Nov,305,19,-3,0.13,-7.222222222,-19.44444444,3.302,-13.33333333,1.90E-05,3.30198102,736.6
18916,11/2/1955,1955,Nov,306,24,-10,NA,-4.444444444,-23.33333333,NA,-13.88888889,NA,NA,812.8
18917,11/3/1955,1955,Nov,307,40,12,NA,4.444444444,-11.11111111,NA,-3.333333333,NA,NA,787.4
18918,11/4/1955,1955,Nov,308,45,15,0.05,7.222222222,-9.444444444,1.27,-1.111111111,0.116900158,1.153099842,711.2
18919,11/5/1955,1955,Nov,309,36,20,0.1,2.222222222,-6.666666667,2.54,-2.222222222,0.101626928,2.438373072,711.2
18920,11/6/1955,1955,Nov,310,30,0,0.06,-1.111111111,-17.77777778,1.524,-9.444444444,0.000196599,1.523803401,660.4
18921,11/7/1955,1955,Nov,311,36,-3,0.02,2.222222222,-19.44444444,0.508,-8.611111111,0.000127625,0.507872375,609.6
18922,11/8/1955,1955,Nov,312,37,7,0,2.777777778,-13.88888889,0,-5.555555556,0,0,558.8
18923,11/9/1955,1955,Nov,313,37,8,0,2.777777778,-13.33333333,0,-5.277777778,0,0,482.6
18924,11/10/1955,1955,Nov,314,38,29,0.36,3.333333333,-1.666666667,9.144,0.833333333,2.966895863,6.177104137,406.4
18925,11/11/1955,1955,Nov,315,31,0,0.03,-0.555555556,-17.77777778,0.762,-9.166666667,0.000122757,0.761877243,330.2
18926,11/12/1955,1955,Nov,316,17,4,0.07,-8.333333333,-15.55555556,1.778,-11.94444444,3.10E-05,1.777968955,228.6
18927,11/13/1955,1955,Nov,317,19,-2,0.05,-7.222222222,-18.88888889,1.27,-13.05555556,9.12E-06,1.269990884,177.8
18928,11/14/1955,1955,Nov,318,22,8,0.31,-5.555555556,-13.33333333,7.874,-9.444444444,0.00101576,7.87298424,50.8
18929,11/15/1955,1955,Nov,319,8,-16,0.02,-13.33333333,-26.66666667,0.508,-20,1.41E-08,0.507999986,0
18930,11/16/1955,1955,Nov,320,-1,-30,0,-18.33333333,-34.44444444,0,-26.38888889,0,0,0
18931,11/17/1955,1955,Nov,321,20,-8,0.04,-6.666666667,-22.22222222,1.016,-14.44444444,2.40E-06,1.015997599,0
18932,11/18/1955,1955,Nov,322,24,14,0.07,-4.444444444,-10,1.778,-7.222222222,0.001356223,1.776643777,25.4
18933,11/19/1955,1955,Nov,323,35,22,0.17,1.666666667,-5.555555556,4.318,-1.944444444,0.213631307,4.104368693,0
18934,11/20/1955,1955,Nov,324,37,33,0.34,2.777777778,0.555555556,8.636,1.666666667,4.174119952,4.461880048,0
18935,11/21/1955,1955,Nov,325,34,28,0.72,1.111111111,-2.222222222,18.288,-0.555555556,2.496796694,15.79120331,0
18936,11/22/1955,1955,Nov,326,28,1,0.04,-2.222222222,-17.22222222,1.016,-9.722222222,0.000104952,1.015895048,0
18937,11/23/1955,1955,Nov,327,20,11,NA,-6.666666667,-11.66666667,NA,-9.166666667,NA,NA,0
18938,11/24/1955,1955,Nov,328,24,12,0.11,-4.444444444,-11.11111111,2.794,-7.777777778,0.001366863,2.792633137,0
18939,11/25/1955,1955,Nov,329,29,11,0.03,-1.666666667,-11.66666667,0.762,-6.666666667,0.000906126,0.761093874,0
18940,11/26/1955,1955,Nov,330,28,21,0.07,-2.222222222,-6.111111111,1.778,-4.166666667,0.015504843,1.762495157,0
18941,11/27/1955,1955,Nov,331,28,7,0.1,-2.222222222,-13.88888889,2.54,-8.055555556,0.000995095,2.539004905,0
18942,11/28/1955,1955,Nov,332,34,13,0.03,1.111111111,-10.55555556,0.762,-4.722222222,0.004273974,0.757726026,0
18943,11/29/1955,1955,Nov,333,33,15,NA,0.555555556,-9.444444444,NA,-4.444444444,NA,NA,0
18944,11/30/1955,1955,Nov,334,29,23,0.12,-1.666666667,-5,3.048,-3.333333333,0.051345894,2.996654106,0
18945,12/1/1955,1955,Dec,335,28,20,0.06,-2.222222222,-6.666666667,1.524,-4.444444444,0.010660216,1.513339784,0
18946,12/2/1955,1955,Dec,336,22,18,0.21,-5.555555556,-7.777777778,5.334,-6.666666667,0.006342884,5.327657116,0
18947,12/3/1955,1955,Dec,337,18,1,0.05,-7.777777778,-17.22222222,1.27,-12.5,1.42E-05,1.269985782,0
18948,12/4/1955,1955,Dec,338,18,-5,0.02,-7.777777778,-20.55555556,0.508,-14.16666667,1.50E-06,0.507998501,0
18949,12/5/1955,1955,Dec,339,16,-5,0.01,-8.888888889,-20.55555556,0.254,-14.72222222,4.81E-07,0.253999519,0
18950,12/6/1955,1955,Dec,340,24,12,0.07,-4.444444444,-11.11111111,1.778,-7.777777778,0.000869822,1.777130178,0
18951,12/7/1955,1955,Dec,341,23,1,0.03,-5,-17.22222222,0.762,-11.11111111,2.59E-05,0.761974086,0
18952,12/8/1955,1955,Dec,342,21,-5,NA,-6.111111111,-20.55555556,NA,-13.33333333,NA,NA,0
18953,12/9/1955,1955,Dec,343,27,12,0.12,-2.777777778,-11.11111111,3.048,-6.944444444,0.002902965,3.045097035,0
18954,12/10/1955,1955,Dec,344,22,0,0,-5.555555556,-17.77777778,0,-11.66666667,0,0,0
18955,12/11/1955,1955,Dec,345,22,1,0.15,-5.555555556,-17.22222222,3.81,-11.38888889,0.000103752,3.809896248,0
18956,12/12/1955,1955,Dec,346,31,19,0.11,-0.555555556,-7.222222222,2.794,-3.888888889,0.030362008,2.763637992,0
18957,12/13/1955,1955,Dec,347,28,-13,0.03,-2.222222222,-25,0.762,-13.61111111,3.51E-06,0.761996493,0
18958,12/14/1955,1955,Dec,348,10,-20,0,-12.22222222,-28.88888889,0,-20.55555556,0,0,0
18959,12/15/1955,1955,Dec,349,9,-30,0,-12.77777778,-34.44444444,0,-23.61111111,0,0,0
18960,12/16/1955,1955,Dec,350,22,9,0.19,-5.555555556,-12.77777778,4.826,-9.166666667,0.000777461,4.825222539,0
18961,12/17/1955,1955,Dec,351,22,12,0.14,-5.555555556,-11.11111111,3.556,-8.333333333,0.001115621,3.554884379,0
18962,12/18/1955,1955,Dec,352,23,6,0.16,-5,-14.44444444,4.064,-9.722222222,0.000419808,4.063580192,0
18963,12/19/1955,1955,Dec,353,30,22,0.27,-1.111111111,-5.555555556,6.858,-3.333333333,0.115528262,6.742471738,0
18964,12/20/1955,1955,Dec,354,32,24,0.26,0,-4.444444444,6.604,-2.222222222,0.264230014,6.339769986,0
18965,12/21/1955,1955,Dec,355,32,27,0.1,0,-2.777777778,2.54,-1.388888889,0.190710595,2.349289405,0
18966,12/22/1955,1955,Dec,356,34,27,0.44,1.111111111,-2.777777778,11.176,-0.833333333,1.255948926,9.920051074,0
18967,12/23/1955,1955,Dec,357,38,31,1.42,3.333333333,-0.555555556,36.068,1.388888889,15.44705542,20.62094458,0
18968,12/24/1955,1955,Dec,358,36,22,0.47,2.222222222,-5.555555556,11.938,-1.666666667,0.728634052,11.20936595,0
18969,12/25/1955,1955,Dec,359,36,20,0.29,2.222222222,-6.666666667,7.366,-2.222222222,0.294718093,7.071281907,0
18970,12/26/1955,1955,Dec,360,34,21,0,1.111111111,-6.111111111,0,-2.5,0,0,0
18971,12/27/1955,1955,Dec,361,32,18,0.44,0,-7.777777778,11.176,-3.888888889,0.121448032,11.05455197,0
18972,12/28/1955,1955,Dec,362,22,0,0.02,-5.555555556,-17.77777778,0.508,-11.66666667,1.11E-05,0.507988923,0
18973,12/29/1955,1955,Dec,363,10,-31,0,-12.22222222,-35,0,-23.61111111,0,0,0
18974,12/30/1955,1955,Dec,364,17,-28,0,-8.333333333,-33.33333333,0,-20.83333333,0,0,0
18975,12/31/1955,1955,Dec,365,28,-5,0.19,-2.222222222,-20.55555556,4.826,-11.38888889,0.000131419,4.825868581,0
18976,1/1/1956,1956,Jan,1,24,3,0.06,-4.444444444,-16.11111111,1.524,-10.27777778,0.000100943,1.523899057,0
18977,1/2/1956,1956,Jan,2,27,2,0.12,-2.777777778,-16.66666667,3.048,-9.722222222,0.000314856,3.047685144,0
18978,1/3/1956,1956,Jan,3,23,-12,0,-5,-24.44444444,0,-14.72222222,0,0,0
18979,1/4/1956,1956,Jan,4,36,10,0,2.222222222,-12.22222222,0,-5,0,0,0
18980,1/5/1956,1956,Jan,5,30,23,0.5,-1.111111111,-5,12.7,-3.055555556,0.266064902,12.4339351,0
18981,1/6/1956,1956,Jan,6,34,19,0.06,1.111111111,-7.222222222,1.524,-3.055555556,0.031927788,1.492072212,0
18982,1/7/1956,1956,Jan,7,33,-14,0,0.555555556,-25.55555556,0,-12.5,0,0,0
18983,1/8/1956,1956,Jan,8,24,-3,0.08,-4.444444444,-19.44444444,2.032,-11.94444444,3.55E-05,2.03196452,0
18984,1/9/1956,1956,Jan,9,17,-16,0,-8.333333333,-26.66666667,0,-17.5,0,0,0
18985,1/10/1956,1956,Jan,10,26,-8,0,-3.333333333,-22.22222222,0,-12.77777778,0,0,0
18986,1/11/1956,1956,Jan,11,26,2,0,-3.333333333,-16.66666667,0,-10,0,0,0
18987,1/12/1956,1956,Jan,12,38,16,0.04,3.333333333,-8.888888889,1.016,-2.777777778,0.026444125,0.989555875,0
18988,1/13/1956,1956,Jan,13,33,23,0.12,0.555555556,-5,3.048,-2.222222222,0.121952314,2.926047686,0
18989,1/14/1956,1956,Jan,14,27,3,0.02,-2.777777778,-16.11111111,0.508,-9.444444444,6.55E-05,0.507934467,0
18990,1/15/1956,1956,Jan,15,30,13,0.3,-1.111111111,-10.55555556,7.62,-5.833333333,0.017629062,7.602370938,0
18991,1/16/1956,1956,Jan,16,31,23,0.29,-0.555555556,-5,7.366,-2.777777778,0.191719905,7.174280095,0
18992,1/17/1956,1956,Jan,17,25,4,0.02,-3.888888889,-15.55555556,0.508,-9.722222222,5.25E-05,0.507947524,0
18993,1/18/1956,1956,Jan,18,24,11,NA,-4.444444444,-11.66666667,NA,-8.055555556,NA,NA,0
18994,1/19/1956,1956,Jan,19,23,13,0.16,-5,-10.55555556,4.064,-7.777777778,0.001988164,4.062011836,0
18995,1/20/1956,1956,Jan,20,20,-8,0.09,-6.666666667,-22.22222222,2.286,-14.44444444,5.40E-06,2.285994598,0
18996,1/21/1956,1956,Jan,21,28,13,NA,-2.222222222,-10.55555556,NA,-6.388888889,NA,NA,0
18997,1/22/1956,1956,Jan,22,30,14,0.06,-1.111111111,-10,1.524,-5.555555556,0.004400673,1.519599327,0
18998,1/23/1956,1956,Jan,23,29,20,0.29,-1.666666667,-6.666666667,7.366,-4.166666667,0.064234351,7.301765649,0
18999,1/24/1956,1956,Jan,24,23,-12,0.14,-5,-24.44444444,3.556,-14.72222222,6.73E-06,3.555993271,0
19000,1/25/1956,1956,Jan,25,14,-18,NA,-10,-27.77777778,NA,-18.88888889,NA,NA,0
19001,1/26/1956,1956,Jan,26,20,-4,0.24,-6.666666667,-20,6.096,-13.33333333,3.50E-05,6.095964961,0
19002,1/27/1956,1956,Jan,27,22,14,0.91,-5.555555556,-10,23.114,-7.777777778,0.011307681,23.10269232,0
19003,1/28/1956,1956,Jan,28,14,-14,NA,-10,-25.55555556,NA,-17.77777778,NA,NA,0
19004,1/29/1956,1956,Jan,29,11,-15,NA,-11.66666667,-26.11111111,NA,-18.88888889,NA,NA,0
19005,1/30/1956,1956,Jan,30,7,-16,0.08,-13.88888889,-26.66666667,2.032,-20.27777778,4.52E-08,2.031999955,0
19006,1/31/1956,1956,Jan,31,2,-34,0.02,-16.66666667,-36.66666667,0.508,-26.66666667,6.81E-11,0.508,0
19007,2/1/1956,1956,Feb,32,-3,-46,0,-19.44444444,-43.33333333,0,-31.38888889,0,0,0
19008,2/2/1956,1956,Feb,33,6,-37,0,-14.44444444,-38.33333333,0,-26.38888889,0,0,0
19009,2/3/1956,1956,Feb,34,15,-28,0,-9.444444444,-33.33333333,0,-21.38888889,0,0,0
19010,2/4/1956,1956,Feb,35,25,-22,0,-3.888888889,-30,0,-16.94444444,0,0,0
19011,2/5/1956,1956,Feb,36,23,-11,0.02,-5,-23.88888889,0.508,-14.44444444,1.20E-06,0.5079988,0
19012,2/6/1956,1956,Feb,37,21,-15,0,-6.111111111,-26.11111111,0,-16.11111111,0,0,0
19013,2/7/1956,1956,Feb,38,19,-14,0.04,-7.222222222,-25.55555556,1.016,-16.38888889,5.07E-07,1.015999493,0
19014,2/8/1956,1956,Feb,39,19,-29,0,-7.222222222,-33.88888889,0,-20.55555556,0,0,0
19015,2/9/1956,1956,Feb,40,15,-28,0,-9.444444444,-33.33333333,0,-21.38888889,0,0,0
19016,2/10/1956,1956,Feb,41,16,-16,0.07,-8.888888889,-26.66666667,1.778,-17.77777778,2.92E-07,1.777999708,0
19017,2/11/1956,1956,Feb,42,25,4,0.08,-3.888888889,-15.55555556,2.032,-9.722222222,0.000209904,2.031790096,0
19018,2/12/1956,1956,Feb,43,28,14,0.05,-2.222222222,-10,1.27,-6.111111111,0.002353793,1.267646207,0
19019,2/13/1956,1956,Feb,44,25,10,0.04,-3.888888889,-12.22222222,1.016,-8.055555556,0.000398038,1.015601962,0
19020,2/14/1956,1956,Feb,45,15,-8,0.02,-9.444444444,-22.22222222,0.508,-15.83333333,3.95E-07,0.507999605,0
19021,2/15/1956,1956,Feb,46,9,-14,0.17,-12.77777778,-25.55555556,4.318,-19.16666667,2.33E-07,4.317999767,0
19022,2/16/1956,1956,Feb,47,3,-35,0,-16.11111111,-37.22222222,0,-26.66666667,0,0,0
19023,2/17/1956,1956,Feb,48,8,-16,0.05,-13.33333333,-26.66666667,1.27,-20,3.52E-08,1.269999965,0
19024,2/18/1956,1956,Feb,49,14,-10,NA,-10,-23.33333333,NA,-16.66666667,NA,NA,0
19025,2/19/1956,1956,Feb,50,15,-14,0,-9.444444444,-25.55555556,0,-17.5,0,0,0
19026,2/20/1956,1956,Feb,51,22,3,0.16,-5.555555556,-16.11111111,4.064,-10.83333333,0.000172599,4.063827401,NA
19027,2/21/1956,1956,Feb,52,34,9,0.04,1.111111111,-12.77777778,1.016,-5.833333333,0.002350542,1.013649458,0
19028,2/22/1956,1956,Feb,53,37,-5,0,2.777777778,-20.55555556,0,-8.888888889,0,0,0
